,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_risk,cluster
956,>=200,30,critical/other existing credit,radio/tv,3656,no known savings,>=7,4,male mar/wid,none,4,life insurance,49.72132678211599,stores,own,2,skilled,1,none,yes,good,18
214,no checking,36,critical/other existing credit,radio/tv,3342,no known savings,>=7,4,male mar/wid,none,2,car,49.72132678211599,none,own,1,skilled,1,yes,yes,good,18
2,no checking,12,critical/other existing credit,education,2096,<100,4<=X<7,2,male mar/wid,none,3,real estate,49.72132678211599,none,own,1,skilled,2,none,yes,good,18
4,<0,24,delayed previously,new car,4870,<100,1<=X<4,3,male mar/wid,none,4,no known property,49.72132678211599,none,for free,2,skilled,2,none,yes,bad,18
6,no checking,24,existing paid,furniture/equipment,2835,500<=X<1000,>=7,3,male mar/wid,none,4,life insurance,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
61,0<=X<200,15,critical/other existing credit,radio/tv,1537,no known savings,>=7,4,male mar/wid,guarantor,4,real estate,49.72132678211599,none,own,2,skilled,1,yes,yes,good,18
77,0<=X<200,11,delayed previously,radio/tv,4771,<100,4<=X<7,2,male mar/wid,none,4,life insurance,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
147,no checking,12,critical/other existing credit,new car,682,100<=X<500,4<=X<7,4,male mar/wid,none,3,car,49.72132678211599,none,own,2,skilled,1,yes,yes,good,18
175,no checking,30,all paid,used car,7485,no known savings,unemployed,4,male mar/wid,none,1,real estate,49.72132678211599,bank,own,1,skilled,1,yes,yes,bad,18
177,<0,6,critical/other existing credit,radio/tv,338,500<=X<1000,>=7,4,male mar/wid,none,4,car,49.72132678211599,none,own,2,skilled,1,none,yes,good,18
212,<0,27,no credits/all paid,business,5293,<100,unemployed,2,male mar/wid,none,4,life insurance,49.72132678211599,stores,own,2,skilled,1,yes,yes,bad,18
227,<0,12,existing paid,furniture/equipment,7865,<100,>=7,4,male mar/wid,none,4,no known property,49.72132678211599,none,for free,1,skilled,1,yes,yes,bad,18
241,no checking,6,existing paid,radio/tv,1595,<100,4<=X<7,3,male mar/wid,none,2,life insurance,49.72132678211599,none,own,1,skilled,2,none,yes,good,18
277,<0,12,existing paid,furniture/equipment,1262,no known savings,>=7,2,male mar/wid,none,4,life insurance,49.72132678211599,none,own,1,skilled,1,yes,yes,good,18
281,no checking,12,existing paid,furniture/equipment,1574,<100,1<=X<4,4,male mar/wid,none,2,real estate,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
282,>=200,18,all paid,radio/tv,1445,no known savings,4<=X<7,4,male mar/wid,none,4,car,49.72132678211599,bank,own,1,skilled,1,none,yes,good,18
288,0<=X<200,12,existing paid,radio/tv,1092,<100,1<=X<4,4,male mar/wid,guarantor,4,real estate,49.72132678211599,none,own,2,skilled,1,yes,yes,good,18
502,>=200,9,existing paid,radio/tv,1126,100<=X<500,>=7,2,male mar/wid,none,4,real estate,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
560,<0,24,existing paid,used car,2964,no known savings,>=7,4,male mar/wid,none,4,no known property,49.72132678211599,bank,for free,1,skilled,2,yes,yes,good,18
584,no checking,12,existing paid,new car,2133,no known savings,>=7,4,male mar/wid,none,4,no known property,49.72132678211599,none,for free,1,skilled,1,yes,yes,good,18
607,0<=X<200,36,existing paid,radio/tv,2671,100<=X<500,1<=X<4,4,male mar/wid,co applicant,4,no known property,49.72132678211599,none,for free,1,skilled,1,none,yes,bad,18
619,no checking,12,existing paid,new car,640,<100,1<=X<4,4,male mar/wid,none,2,real estate,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
664,>=200,6,critical/other existing credit,education,1047,<100,1<=X<4,2,male mar/wid,none,4,life insurance,49.72132678211599,none,own,1,skilled,1,none,yes,good,18
750,<0,6,existing paid,furniture/equipment,428,<100,>=7,2,male mar/wid,none,1,life insurance,49.72132678211599,bank,own,1,skilled,1,yes,yes,good,18
788,0<=X<200,48,delayed previously,education,6224,<100,>=7,4,male mar/wid,none,4,no known property,49.72132678211599,none,for free,1,skilled,1,none,yes,bad,18
793,>=200,24,existing paid,furniture/equipment,2892,<100,>=7,3,male mar/wid,none,4,no known property,49.72132678211599,none,for free,1,skilled,1,none,yes,good,18
796,<0,18,existing paid,used car,7511,no known savings,>=7,1,male mar/wid,none,4,life insurance,49.72132678211599,none,for free,1,skilled,2,yes,yes,bad,18
994,no checking,12,existing paid,new car,2390,no known savings,>=7,4,male mar/wid,none,3,car,49.72132678211599,none,own,1,skilled,1,yes,yes,good,18
199,0<=X<200,18,delayed previously,furniture/equipment,4297,<100,>=7,4,male div/sep,none,3,no known property,40.094321831527246,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad,2
369,0<=X<200,18,existing paid,furniture/equipment,3001,<100,4<=X<7,2,male div/sep,none,4,real estate,40.094321831527246,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good,2
856,no checking,10,existing paid,retraining,894,no known savings,4<=X<7,4,male div/sep,none,3,life insurance,40.094321831527246,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,2
870,no checking,36,delayed previously,furniture/equipment,7678,500<=X<1000,4<=X<7,2,male div/sep,none,4,car,40.094321831527246,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good,2
875,0<=X<200,11,critical/other existing credit,new car,1322,>=1000,1<=X<4,4,male div/sep,none,4,car,40.094321831527246,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,2
903,no checking,15,existing paid,radio/tv,1386,no known savings,1<=X<4,4,male div/sep,none,2,real estate,40.094321831527246,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,good,2
950,0<=X<200,18,critical/other existing credit,business,3590,<100,unemployed,3,male div/sep,none,3,car,40.094321831527246,none,own,3,high qualif/self emp/mgmt,2,yes,yes,good,2
996,<0,30,existing paid,used car,3857,<100,1<=X<4,4,male div/sep,none,4,life insurance,40.094321831527246,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,2
205,<0,30,critical/other existing credit,used car,10623,<100,>=7,3,male div/sep,none,4,no known property,40.094321831527246,none,for free,3,high qualif/self emp/mgmt,2,yes,yes,good,2
652,<0,24,existing paid,new car,2303,<100,>=7,4,male div/sep,co applicant,1,real estate,40.094321831527246,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad,2
402,no checking,24,delayed previously,business,8648,<100,<1,2,male div/sep,none,2,car,40.094321831527246,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad,2
992,<0,18,existing paid,radio/tv,1936,no known savings,4<=X<7,2,male div/sep,none,4,car,40.094321831527246,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good,2
811,0<=X<200,6,existing paid,radio/tv,484,<100,4<=X<7,3,male div/sep,guarantor,3,real estate,40.094321831527246,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good,2
239,<0,30,existing paid,radio/tv,2522,<100,>=7,1,male div/sep,guarantor,3,life insurance,40.094321831527246,none,own,1,high qualif/self emp/mgmt,2,none,yes,good,2
45,no checking,11,critical/other existing credit,new car,1393,<100,<1,4,male div/sep,none,4,car,40.094321831527246,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,2
839,no checking,24,critical/other existing credit,radio/tv,2611,<100,>=7,4,male div/sep,co applicant,3,real estate,40.094321831527246,none,own,2,high qualif/self emp/mgmt,1,none,yes,good,2
618,0<=X<200,30,existing paid,furniture/equipment,3441,100<=X<500,1<=X<4,2,male div/sep,co applicant,4,car,40.094321831527246,none,rent,1,high qualif/self emp/mgmt,1,none,yes,bad,2
345,no checking,15,critical/other existing credit,radio/tv,1459,<100,1<=X<4,4,male div/sep,none,2,car,40.094321831527246,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,2
949,no checking,24,existing paid,radio/tv,3621,100<=X<500,>=7,2,male div/sep,none,4,car,40.094321831527246,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,2
687,0<=X<200,36,delayed previously,new car,2862,100<=X<500,>=7,4,male div/sep,none,3,no known property,40.094321831527246,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good,2
302,>=200,24,critical/other existing credit,new car,1344,no known savings,4<=X<7,4,female div/dep/mar,none,2,real estate,37.186793825889985,bank,own,2,unskilled resident,2,none,yes,bad,3
344,>=200,10,existing paid,new car,3949,<100,<1,1,female div/dep/mar,guarantor,1,life insurance,37.186793825889985,none,own,1,unskilled resident,2,none,yes,good,3
381,0<=X<200,18,existing paid,used car,12976,<100,unemployed,3,female div/dep/mar,none,4,no known property,37.186793825889985,none,for free,1,unskilled resident,1,yes,yes,bad,3
592,no checking,21,existing paid,business,1572,>=1000,>=7,4,female div/dep/mar,none,4,real estate,37.186793825889985,bank,own,1,unskilled resident,1,none,yes,good,3
651,0<=X<200,12,existing paid,furniture/equipment,1922,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,37.186793825889985,none,own,1,unskilled resident,1,none,yes,bad,3
697,no checking,12,critical/other existing credit,new car,926,<100,unemployed,1,female div/dep/mar,none,2,life insurance,37.186793825889985,none,own,1,unskilled resident,1,none,yes,good,3
709,0<=X<200,9,existing paid,radio/tv,2118,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,37.186793825889985,none,own,1,unskilled resident,2,none,yes,good,3
747,<0,12,existing paid,new car,1274,<100,<1,3,female div/dep/mar,none,1,real estate,37.186793825889985,none,own,1,unskilled resident,1,none,yes,bad,3
957,0<=X<200,9,critical/other existing credit,radio/tv,1154,<100,>=7,2,female div/dep/mar,none,4,real estate,37.186793825889985,none,own,3,unskilled resident,1,none,yes,good,3
990,no checking,12,critical/other existing credit,education,3565,no known savings,<1,2,female div/dep/mar,none,1,life insurance,37.186793825889985,none,own,2,unskilled resident,2,none,yes,good,3
999,0<=X<200,45,critical/other existing credit,used car,4576,100<=X<500,unemployed,3,female div/dep/mar,none,4,car,37.186793825889985,none,own,1,unskilled resident,1,none,yes,good,3
510,<0,12,existing paid,new car,759,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,37.186793825889985,none,own,1,unskilled resident,1,none,yes,bad,3
838,<0,24,critical/other existing credit,used car,2957,<100,>=7,4,female div/dep/mar,none,4,life insurance,37.186793825889985,none,own,2,unskilled resident,1,yes,yes,good,3
428,no checking,9,existing paid,furniture/equipment,1313,<100,>=7,1,female div/dep/mar,none,4,car,37.186793825889985,none,own,1,unskilled resident,1,none,yes,good,3
406,no checking,24,critical/other existing credit,used car,2197,no known savings,4<=X<7,4,female div/dep/mar,none,4,car,37.186793825889985,none,own,2,unskilled resident,2,yes,yes,good,3
350,no checking,9,existing paid,domestic appliance,1236,<100,<1,1,female div/dep/mar,none,4,real estate,37.186793825889985,none,rent,1,unskilled resident,1,yes,yes,good,3
103,0<=X<200,9,critical/other existing credit,furniture/equipment,1919,<100,4<=X<7,4,female div/dep/mar,none,3,car,37.186793825889985,none,rent,1,unskilled resident,1,yes,yes,good,3
401,0<=X<200,18,critical/other existing credit,business,1887,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,37.186793825889985,bank,own,2,unskilled resident,1,none,yes,good,3
853,<0,18,all paid,new car,1442,<100,4<=X<7,4,female div/dep/mar,none,4,no known property,37.186793825889985,none,for free,2,unskilled resident,2,none,yes,bad,3
614,no checking,18,delayed previously,furniture/equipment,1808,<100,4<=X<7,4,female div/dep/mar,none,1,real estate,37.186793825889985,none,own,1,unskilled resident,1,none,yes,bad,3
374,0<=X<200,60,all paid,other,14782,100<=X<500,>=7,3,female div/dep/mar,none,4,no known property,59.83271001818998,bank,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad,7
784,0<=X<200,20,existing paid,used car,6468,no known savings,unemployed,1,female div/dep/mar,none,4,real estate,59.83271001818998,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,7
486,no checking,12,existing paid,radio/tv,3077,<100,1<=X<4,2,female div/dep/mar,none,4,car,59.83271001818998,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,7
240,<0,24,existing paid,new car,915,no known savings,>=7,4,female div/dep/mar,none,2,car,59.83271001818998,bank,own,1,high qualif/self emp/mgmt,1,none,yes,bad,7
258,no checking,15,existing paid,used car,3812,100<=X<500,<1,1,female div/dep/mar,none,4,car,59.83271001818998,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,7
543,>=200,18,existing paid,furniture/equipment,2864,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,59.83271001818998,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad,7
863,no checking,27,critical/other existing credit,furniture/equipment,4526,>=1000,<1,4,female div/dep/mar,none,2,real estate,59.83271001818998,stores,own,2,high qualif/self emp/mgmt,2,yes,yes,good,7
582,no checking,9,existing paid,furniture/equipment,1388,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,59.83271001818998,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good,7
827,no checking,18,no credits/all paid,business,4165,<100,1<=X<4,2,female div/dep/mar,none,2,car,59.83271001818998,stores,own,2,high qualif/self emp/mgmt,2,none,yes,bad,7
781,no checking,24,critical/other existing credit,new car,1940,>=1000,>=7,4,female div/dep/mar,none,4,real estate,59.83271001818998,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,7
390,no checking,18,existing paid,new car,1820,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,59.83271001818998,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good,7
923,0<=X<200,12,existing paid,new car,2002,<100,4<=X<7,3,female div/dep/mar,none,4,life insurance,59.83271001818998,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,good,7
926,<0,18,critical/other existing credit,furniture/equipment,1049,<100,<1,4,female div/dep/mar,none,4,life insurance,59.83271001818998,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good,7
946,<0,24,all paid,furniture/equipment,3349,500<=X<1000,<1,4,female div/dep/mar,none,4,no known property,59.83271001818998,none,for free,1,high qualif/self emp/mgmt,2,yes,yes,bad,7
580,0<=X<200,18,critical/other existing credit,new car,1056,<100,>=7,3,female div/dep/mar,guarantor,3,real estate,59.83271001818998,bank,own,2,high qualif/self emp/mgmt,1,none,yes,bad,7
981,no checking,48,existing paid,business,4844,<100,unemployed,3,female div/dep/mar,none,2,car,59.83271001818998,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad,7
970,0<=X<200,15,existing paid,repairs,1514,100<=X<500,1<=X<4,4,female div/dep/mar,guarantor,2,real estate,59.83271001818998,none,own,1,high qualif/self emp/mgmt,1,none,yes,good,7
557,no checking,21,no credits/all paid,new car,5003,no known savings,1<=X<4,1,female div/dep/mar,none,4,life insurance,59.83271001818998,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,bad,7
35,0<=X<200,45,critical/other existing credit,radio/tv,4746,<100,<1,4,female div/dep/mar,none,2,life insurance,59.83271001818998,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad,7
650,<0,48,existing paid,education,7476,<100,4<=X<7,4,female div/dep/mar,none,1,no known property,59.83271001818998,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good,7
44,<0,48,critical/other existing credit,used car,6143,<100,>=7,4,male div/sep,none,4,no known property,58.19550929080068,stores,for free,2,skilled,1,none,yes,bad,10
83,<0,24,existing paid,other,1755,<100,>=7,4,male div/sep,guarantor,4,real estate,58.19550929080068,none,own,1,skilled,1,yes,yes,good,10
95,0<=X<200,54,no credits/all paid,business,15945,<100,<1,3,male div/sep,none,4,no known property,58.19550929080068,none,rent,1,skilled,1,yes,yes,bad,10
590,<0,12,critical/other existing credit,radio/tv,385,<100,4<=X<7,4,male div/sep,none,3,real estate,58.19550929080068,none,own,4,skilled,1,yes,yes,good,10
728,0<=X<200,48,all paid,business,6416,<100,>=7,4,male div/sep,none,3,no known property,58.19550929080068,none,rent,1,skilled,1,none,yes,bad,10
760,no checking,15,critical/other existing credit,new car,5045,no known savings,>=7,1,male div/sep,none,4,car,58.19550929080068,none,own,1,skilled,1,yes,yes,good,10
928,no checking,30,existing paid,radio/tv,1867,no known savings,>=7,4,male div/sep,none,4,car,58.19550929080068,none,own,1,skilled,1,yes,yes,good,10
785,0<=X<200,18,existing paid,business,1941,>=1000,1<=X<4,4,male div/sep,none,2,life insurance,58.19550929080068,none,own,1,skilled,1,yes,yes,good,10
658,0<=X<200,30,no credits/all paid,business,4221,<100,1<=X<4,2,male div/sep,none,1,car,58.19550929080068,none,own,2,skilled,1,none,yes,good,10
812,<0,36,critical/other existing credit,used car,9629,<100,4<=X<7,4,male div/sep,none,4,car,58.19550929080068,none,own,2,skilled,1,yes,yes,bad,10
292,<0,24,critical/other existing credit,used car,6419,<100,>=7,2,male div/sep,none,4,no known property,58.19550929080068,none,for free,2,skilled,2,yes,yes,good,10
572,no checking,24,existing paid,used car,5433,no known savings,unemployed,2,male div/sep,none,4,life insurance,58.19550929080068,none,rent,1,skilled,1,yes,yes,good,10
230,>=200,36,existing paid,radio/tv,4210,<100,1<=X<4,4,male div/sep,none,2,car,58.19550929080068,none,own,1,skilled,1,none,yes,bad,10
456,<0,11,critical/other existing credit,new car,3905,<100,1<=X<4,2,male div/sep,none,2,real estate,58.19550929080068,none,rent,2,skilled,2,none,yes,good,10
941,no checking,10,existing paid,new car,1546,<100,1<=X<4,3,male div/sep,none,2,real estate,58.19550929080068,none,own,1,skilled,2,none,no,good,10
691,0<=X<200,15,existing paid,repairs,2631,100<=X<500,1<=X<4,3,male div/sep,none,2,real estate,58.19550929080068,none,own,1,skilled,1,none,yes,good,10
375,<0,48,all paid,business,7685,<100,4<=X<7,2,male div/sep,guarantor,4,car,58.19550929080068,none,rent,1,skilled,1,none,yes,bad,10
937,0<=X<200,6,existing paid,radio/tv,2063,<100,<1,4,male div/sep,none,3,car,58.19550929080068,none,rent,1,skilled,1,yes,yes,good,10
418,no checking,21,existing paid,new car,2782,500<=X<1000,4<=X<7,1,male div/sep,none,2,car,58.19550929080068,bank,own,1,skilled,1,none,yes,good,10
682,no checking,15,delayed previously,radio/tv,1478,<100,1<=X<4,4,male div/sep,none,3,real estate,58.19550929080068,bank,own,2,skilled,1,none,yes,good,10
149,no checking,18,critical/other existing credit,radio/tv,1582,>=1000,>=7,4,male div/sep,none,4,car,46.583124699494505,none,own,2,unemp/unskilled non res,1,none,yes,good,12
294,no checking,48,critical/other existing credit,business,7629,no known savings,>=7,4,male div/sep,none,2,car,46.583124699494505,bank,own,2,unemp/unskilled non res,2,none,yes,good,12
354,no checking,10,existing paid,education,727,500<=X<1000,>=7,4,male div/sep,none,4,no known property,46.583124699494505,none,for free,1,unemp/unskilled non res,1,yes,yes,good,12
398,0<=X<200,12,existing paid,new car,1223,<100,>=7,1,male div/sep,none,1,real estate,46.583124699494505,none,rent,2,unemp/unskilled non res,1,none,yes,bad,12
427,no checking,18,critical/other existing credit,radio/tv,1149,>=1000,1<=X<4,4,male div/sep,none,3,real estate,46.583124699494505,none,own,2,unemp/unskilled non res,1,none,yes,good,12
701,<0,48,critical/other existing credit,used car,6331,<100,>=7,4,male div/sep,none,4,no known property,46.583124699494505,none,for free,2,unemp/unskilled non res,1,yes,yes,bad,12
814,<0,48,existing paid,new car,3931,<100,4<=X<7,4,male div/sep,none,4,no known property,46.583124699494505,none,for free,1,unemp/unskilled non res,2,none,yes,bad,12
871,>=200,6,critical/other existing credit,new car,1343,<100,>=7,1,male div/sep,none,4,real estate,46.583124699494505,none,own,2,unemp/unskilled non res,2,none,no,good,12
881,no checking,24,existing paid,used car,9277,no known savings,1<=X<4,2,male div/sep,none,4,no known property,46.583124699494505,none,for free,1,unemp/unskilled non res,1,yes,yes,good,12
891,no checking,15,critical/other existing credit,radio/tv,1829,<100,>=7,4,male div/sep,none,4,car,46.583124699494505,none,own,2,unemp/unskilled non res,1,yes,yes,good,12
925,<0,12,all paid,new car,697,<100,<1,4,male div/sep,none,2,car,46.583124699494505,bank,own,2,unemp/unskilled non res,1,yes,yes,bad,12
944,<0,15,existing paid,furniture/equipment,1845,<100,<1,4,male div/sep,guarantor,1,life insurance,46.583124699494505,none,rent,1,unemp/unskilled non res,1,none,yes,good,12
961,0<=X<200,21,delayed previously,new car,2353,<100,1<=X<4,1,male div/sep,none,4,life insurance,46.583124699494505,none,own,2,unemp/unskilled non res,1,none,yes,good,12
608,no checking,18,existing paid,radio/tv,2051,<100,<1,4,male div/sep,none,1,real estate,46.583124699494505,none,own,1,unemp/unskilled non res,1,none,yes,good,12
953,no checking,36,existing paid,furniture/equipment,10974,<100,unemployed,4,male div/sep,none,2,car,46.583124699494505,none,own,2,unemp/unskilled non res,1,yes,yes,bad,12
234,no checking,4,critical/other existing credit,radio/tv,1544,<100,4<=X<7,2,male div/sep,none,1,real estate,46.583124699494505,none,own,3,unemp/unskilled non res,2,none,yes,good,12
469,no checking,24,delayed previously,used car,4679,<100,4<=X<7,3,male div/sep,none,3,car,46.583124699494505,none,own,2,unemp/unskilled non res,1,yes,yes,good,12
219,no checking,10,existing paid,new car,1364,<100,1<=X<4,2,male div/sep,none,4,car,46.583124699494505,none,own,1,unemp/unskilled non res,1,yes,yes,good,12
379,no checking,6,critical/other existing credit,new car,362,100<=X<500,1<=X<4,4,male div/sep,none,4,car,46.583124699494505,none,own,2,unemp/unskilled non res,1,none,yes,good,12
968,no checking,42,existing paid,radio/tv,7166,no known savings,4<=X<7,2,male div/sep,none,4,life insurance,46.583124699494505,none,rent,1,unemp/unskilled non res,1,yes,yes,good,12
26,no checking,6,no credits/all paid,radio/tv,426,<100,>=7,4,male single,none,4,car,39.30864390158688,none,own,1,unskilled resident,1,none,yes,good,16
48,no checking,11,critical/other existing credit,new car,7228,<100,1<=X<4,1,male single,none,4,life insurance,39.30864390158688,none,own,2,unskilled resident,1,none,yes,good,16
78,no checking,54,no credits/all paid,used car,9436,no known savings,1<=X<4,2,male single,none,2,life insurance,39.30864390158688,none,own,1,unskilled resident,2,none,yes,good,16
126,<0,12,existing paid,radio/tv,701,<100,1<=X<4,4,male single,none,2,real estate,39.30864390158688,none,own,1,unskilled resident,1,none,yes,good,16
182,<0,21,all paid,new car,1647,no known savings,1<=X<4,4,male single,none,2,life insurance,39.30864390158688,none,own,2,unskilled resident,2,none,yes,bad,16
215,0<=X<200,6,critical/other existing credit,retraining,932,no known savings,4<=X<7,1,male single,none,3,life insurance,39.30864390158688,none,own,2,unskilled resident,1,none,yes,good,16
250,<0,6,critical/other existing credit,new car,666,>=1000,4<=X<7,3,male single,none,4,real estate,39.30864390158688,none,own,2,unskilled resident,1,yes,yes,good,16
325,<0,8,critical/other existing credit,new car,3398,<100,4<=X<7,1,male single,none,4,real estate,39.30864390158688,none,own,2,unskilled resident,1,none,no,good,16
413,no checking,10,existing paid,new car,1597,500<=X<1000,1<=X<4,3,male single,none,2,no known property,39.30864390158688,none,rent,1,unskilled resident,2,none,no,good,16
478,0<=X<200,12,existing paid,business,1037,100<=X<500,4<=X<7,3,male single,none,4,real estate,39.30864390158688,none,own,1,unskilled resident,1,none,yes,good,16
494,<0,12,critical/other existing credit,new car,2122,<100,1<=X<4,3,male single,none,2,real estate,39.30864390158688,none,rent,2,unskilled resident,2,none,no,good,16
516,<0,6,critical/other existing credit,new car,1361,<100,<1,2,male single,none,4,real estate,39.30864390158688,none,own,1,unskilled resident,2,none,no,good,16
649,<0,12,existing paid,education,684,<100,1<=X<4,4,male single,none,4,car,39.30864390158688,none,rent,1,unskilled resident,2,none,yes,bad,16
765,0<=X<200,12,existing paid,radio/tv,1155,<100,>=7,3,male single,guarantor,3,real estate,39.30864390158688,bank,own,2,unskilled resident,1,none,yes,good,16
969,<0,11,critical/other existing credit,new car,3939,<100,1<=X<4,1,male single,none,2,real estate,39.30864390158688,none,own,2,unskilled resident,2,none,yes,good,16
368,<0,36,existing paid,furniture/equipment,3446,<100,>=7,4,male single,none,2,car,39.30864390158688,none,own,1,unskilled resident,2,none,yes,bad,16
426,no checking,28,critical/other existing credit,radio/tv,2743,<100,>=7,4,male single,none,2,car,39.30864390158688,none,own,2,unskilled resident,1,none,yes,good,16
704,0<=X<200,27,existing paid,business,2528,<100,<1,4,male single,none,1,life insurance,39.30864390158688,none,own,1,unskilled resident,2,yes,yes,good,16
303,<0,10,critical/other existing credit,new car,1038,<100,4<=X<7,4,male single,co applicant,3,life insurance,39.30864390158688,none,own,2,unskilled resident,1,yes,yes,good,16
962,no checking,15,existing paid,new car,3556,no known savings,1<=X<4,3,male single,none,2,no known property,39.30864390158688,none,own,1,unskilled resident,1,none,yes,good,16
25,<0,6,existing paid,furniture/equipment,1374,<100,1<=X<4,1,male mar/wid,none,2,real estate,35.7075889984687,bank,own,1,unemp/unskilled non res,1,yes,yes,good,19
99,0<=X<200,20,delayed previously,used car,7057,no known savings,4<=X<7,3,male mar/wid,none,4,life insurance,35.7075889984687,bank,rent,2,unemp/unskilled non res,2,yes,yes,good,19
119,0<=X<200,12,critical/other existing credit,new car,2366,500<=X<1000,4<=X<7,3,male mar/wid,none,3,car,35.7075889984687,none,own,1,unemp/unskilled non res,1,yes,yes,good,19
154,0<=X<200,24,delayed previously,business,6967,100<=X<500,4<=X<7,4,male mar/wid,none,4,car,35.7075889984687,none,rent,1,unemp/unskilled non res,1,yes,yes,good,19
262,<0,18,critical/other existing credit,new car,5302,<100,>=7,2,male mar/wid,none,4,no known property,35.7075889984687,none,for free,3,unemp/unskilled non res,1,yes,yes,good,19
272,0<=X<200,48,all paid,new car,12169,no known savings,unemployed,4,male mar/wid,co applicant,4,no known property,35.7075889984687,none,for free,1,unemp/unskilled non res,1,yes,yes,good,19
432,<0,6,critical/other existing credit,furniture/equipment,1872,<100,unemployed,4,male mar/wid,none,4,no known property,35.7075889984687,none,for free,3,unemp/unskilled non res,1,yes,yes,good,19
473,no checking,6,existing paid,retraining,1238,no known savings,unemployed,4,male mar/wid,none,4,life insurance,35.7075889984687,none,own,1,unemp/unskilled non res,2,yes,yes,good,19
597,0<=X<200,24,no credits/all paid,business,4241,<100,1<=X<4,1,male mar/wid,none,4,real estate,35.7075889984687,none,own,3,unemp/unskilled non res,1,yes,yes,bad,19
772,no checking,21,critical/other existing credit,used car,3275,<100,>=7,1,male mar/wid,none,4,car,35.7075889984687,none,own,1,unemp/unskilled non res,1,yes,yes,good,19
799,0<=X<200,9,existing paid,new car,1549,no known savings,<1,4,male mar/wid,none,2,real estate,35.7075889984687,none,own,1,unemp/unskilled non res,1,none,yes,good,19
876,<0,18,all paid,radio/tv,1940,<100,<1,3,male mar/wid,co applicant,4,no known property,35.7075889984687,bank,for free,1,unemp/unskilled non res,1,yes,yes,good,19
904,no checking,24,existing paid,radio/tv,1278,<100,>=7,4,male mar/wid,none,1,real estate,35.7075889984687,none,own,1,unemp/unskilled non res,1,yes,yes,good,19
873,no checking,15,existing paid,domestic appliance,874,no known savings,<1,4,male mar/wid,none,1,real estate,35.7075889984687,none,own,1,unemp/unskilled non res,1,none,yes,good,19
362,>=200,12,delayed previously,new car,2247,<100,1<=X<4,2,male mar/wid,none,2,car,35.7075889984687,stores,own,2,unemp/unskilled non res,1,yes,yes,good,19
27,>=200,12,all paid,radio/tv,409,>=1000,1<=X<4,3,male mar/wid,none,3,real estate,35.7075889984687,none,rent,2,unemp/unskilled non res,1,none,yes,good,19
100,no checking,24,existing paid,new car,1469,100<=X<500,>=7,4,male mar/wid,none,4,real estate,35.7075889984687,none,rent,1,unemp/unskilled non res,1,none,yes,good,19
40,no checking,30,existing paid,radio/tv,2333,500<=X<1000,>=7,4,male mar/wid,none,2,car,35.7075889984687,bank,own,1,unemp/unskilled non res,1,none,yes,good,19
